IYO_000005	PSPTO_0001
IYO_010145	PSPTO_1987
IYO_010150	PSPTO_1988
IYO_010155	PSPTO_1989
IYO_010160	PSPTO_1990
IYO_010165	PSPTO_1991
IYO_010170	PSPTO_1992
IYO_010175	PSPTO_1993
IYO_010180	PSPTO_1994
IYO_010185	PSPTO_1995
IYO_010190	PSPTO_1996
IYO_010195	PSPTO_1997
IYO_010200	PSPTO_1998
IYO_010205	PSPTO_1999
IYO_010210	PSPTO_2000
IYO_010215	PSPTO_2001
IYO_010220	PSPTO_2002
IYO_010225	PSPTO_2003
IYO_010230	PSPTO_2004
IYO_010235	PSPTO_2005
IYO_010240	PSPTO_2006
IYO_010245	PSPTO_2007
IYO_010250	PSPTO_2009
IYO_010260	PSPTO_2011
IYO_010265	PSPTO_2012
IYO_010270	PSPTO_2013
IYO_010275	PSPTO_2014
IYO_010280	PSPTO_2016
IYO_010285	PSPTO_2017
IYO_010290	PSPTO_2018
IYO_010295	PSPTO_2019
IYO_010300	PSPTO_2020
IYO_010305	PSPTO_2021
IYO_010310	PSPTO_2022
IYO_010315	PSPTO_2023
IYO_010320	PSPTO_2024
IYO_010325	PSPTO_2025
IYO_010330	PSPTO_2026
IYO_010335	PSPTO_2028
IYO_010340	PSPTO_2029
IYO_010345	PSPTO_2030
IYO_010350	PSPTO_2031
IYO_010360	PSPTO_5504
IYO_010365	PSPTO_2032
IYO_010370	PSPTO_2033
IYO_010375	PSPTO_2034
IYO_010380	PSPTO_2035
IYO_010385	PSPTO_2036
IYO_010390	PSPTO_2037
IYO_010395	PSPTO_2038
IYO_010400	PSPTO_2039
IYO_010405	PSPTO_2040
IYO_010410	PSPTO_2041
IYO_010415	PSPTO_2042
IYO_010420	PSPTO_2043
IYO_010425	PSPTO_2044
IYO_010430	PSPTO_2045
IYO_010435	PSPTO_2046
IYO_010440	PSPTO_2047
IYO_010445	PSPTO_2048
IYO_010450	PSPTO_2049
IYO_010455	PSPTO_2051
IYO_010460	PSPTO_2052
IYO_010465	PSPTO_2053
IYO_010470	PSPTO_2054
IYO_010475	PSPTO_2055
IYO_010480	PSPTO_2056
IYO_010490	PSPTO_2057
IYO_010495	PSPTO_2059
IYO_010500	PSPTO_2060
IYO_010505	PSPTO_2061
IYO_010510	PSPTO_2062
IYO_010515	PSPTO_2063
IYO_010520	PSPTO_2064
IYO_010525	PSPTO_2065
IYO_010530	PSPTO_2066
IYO_010535	PSPTO_2068
IYO_010555	PSPTO_2069
IYO_010560	PSPTO_2070
IYO_010565	PSPTO_2071
IYO_010570	PSPTO_2072
IYO_010575	PSPTO_2073
IYO_010580	PSPTO_2074
IYO_010590	PSPTO_2097
IYO_010595	PSPTO_2098
IYO_010600	PSPTO_2099
IYO_010605	PSPTO_2100
IYO_010610	PSPTO_2101
IYO_010615	PSPTO_2102
IYO_010620	PSPTO_2103
IYO_010625	PSPTO_2104
IYO_010630	PSPTO_2105
IYO_010635	PSPTO_2106
IYO_010640	PSPTO_2107
IYO_010645	PSPTO_2108
IYO_010650	PSPTO_2109
IYO_010655	PSPTO_2110
IYO_010660	PSPTO_2111
IYO_010665	PSPTO_2112
IYO_010670	PSPTO_2113
IYO_010675	PSPTO_2114
IYO_010680	PSPTO_2115
IYO_010685	PSPTO_2116
IYO_010690	PSPTO_2117
IYO_010695	PSPTO_2118
IYO_010700	PSPTO_2119
IYO_010705	PSPTO_2120
IYO_010710	PSPTO_2121
IYO_010715	PSPTO_2122
IYO_010720	PSPTO_2123
IYO_010730	PSPTO_2124
IYO_010735	PSPTO_2125
IYO_010755	PSPTO_2591
IYO_010760	PSPTO_4695
IYO_010765	PSPTO_4696
IYO_010770	PSPTO_2591
IYO_010780	PSPTO_2126
IYO_010785	PSPTO_5542
IYO_010790	PSPTO_2127
IYO_010795	PSPTO_2128
IYO_010800	PSPTO_2129
IYO_010805	PSPTO_2130
IYO_010810	PSPTO_2131
IYO_010815	PSPTO_2132
IYO_010820	PSPTO_2133
IYO_010825	PSPTO_2134
IYO_010830	PSPTO_2135
IYO_010835	PSPTO_2136
IYO_010840	PSPTO_2137
IYO_010845	PSPTO_2138
IYO_010850	PSPTO_2139
IYO_010855	PSPTO_2140
IYO_010860	PSPTO_2141
IYO_010865	PSPTO_2142
IYO_010870	PSPTO_2143
IYO_010875	PSPTO_2144
IYO_010880	PSPTO_2145
IYO_010885	PSPTO_2146
IYO_010890	PSPTO_2147
IYO_010895	PSPTO_2148
IYO_010900	PSPTO_2149
IYO_010905	PSPTO_2150
IYO_010910	PSPTO_2151
IYO_010915	PSPTO_3326
IYO_010920	PSPTO_3599
IYO_010925	PSPTO_3598
IYO_010930	PSPTO_3597
IYO_010935	PSPTO_3596
IYO_010940	PSPTO_3595
IYO_010945	PSPTO_3594
IYO_010950	PSPTO_3593
IYO_010955	PSPTO_3592
IYO_010960	PSPTO_3591
IYO_010965	PSPTO_3589
IYO_010970	PSPTO_3588
IYO_010975	PSPTO_3587
IYO_010980	PSPTO_3586
IYO_010985	PSPTO_3756
IYO_010990	PSPTO_3795
IYO_010995	PSPTO_3585
IYO_011000	PSPTO_3584
IYO_011005	PSPTO_3583
IYO_011010	PSPTO_3582
IYO_011015	PSPTO_3581
IYO_011020	PSPTO_3580
IYO_011025	PSPTO_3579
IYO_011030	PSPTO_3578
IYO_011035	PSPTO_3577
IYO_011040	PSPTO_3576
IYO_011045	PSPTO_3575
IYO_011050	PSPTO_3574
IYO_011055	PSPTO_3573
IYO_011060	PSPTO_3572
IYO_011065	PSPTO_3570
IYO_011070	PSPTO_3569
IYO_011075	PSPTO_3567
IYO_011080	PSPTO_3566
IYO_011090	PSPTO_3565
IYO_011095	PSPTO_3564
IYO_011100	PSPTO_3563
IYO_011105	PSPTO_3561
IYO_011110	PSPTO_3559
IYO_011120	PSPTO_2198
IYO_011130	PSPTO_4792
IYO_011135	PSPTO_3490
IYO_011140	PSPTO_3489
IYO_011145	PSPTO_3488
IYO_011150	PSPTO_3487
IYO_011155	PSPTO_3480
IYO_011160	PSPTO_3479
IYO_011165	PSPTO_3478
IYO_011170	PSPTO_3477
IYO_011175	PSPTO_3476
IYO_011180	PSPTO_3475
IYO_011185	PSPTO_3474
IYO_011190	PSPTO_3473
IYO_011195	PSPTO_3472
IYO_011200	PSPTO_3471
IYO_011205	PSPTO_3470
IYO_011210	PSPTO_3469
IYO_011215	PSPTO_3468
IYO_011220	PSPTO_3467
IYO_011225	PSPTO_3466
IYO_011230	PSPTO_3465
IYO_011235	PSPTO_3464
IYO_011240	PSPTO_3463
IYO_011245	PSPTO_3462
IYO_011250	PSPTO_3461
IYO_011255	PSPTO_3460
IYO_011260	PSPTO_3459
IYO_011265	PSPTO_3458
IYO_011270	PSPTO_3457
IYO_011275	PSPTO_4792
IYO_011280	PSPTO_3456
IYO_011285	PSPTO_3455
IYO_011290	PSPTO_3454
IYO_011295	PSPTO_3454
IYO_011300	PSPTO_3453
IYO_011305	PSPTO_3452
IYO_011310	PSPTO_3451
IYO_011315	PSPTO_3450
IYO_011325	PSPTO_3448
IYO_011330	PSPTO_3447
IYO_011335	PSPTO_3446
IYO_011340	PSPTO_3445
IYO_011345	PSPTO_3444
IYO_011350	PSPTO_3443
IYO_011355	PSPTO_3442
IYO_011360	PSPTO_3441
IYO_011365	PSPTO_3440
IYO_011370	PSPTO_3439
IYO_011375	PSPTO_3438
IYO_011380	PSPTO_3437
IYO_011385	PSPTO_3436
IYO_011390	PSPTO_4266
IYO_011425	PSPTO_3383
IYO_011430	PSPTO_3382
IYO_011435	PSPTO_3381
IYO_011440	PSPTO_3380
IYO_011445	PSPTO_3379
IYO_011450	PSPTO_3378
IYO_011455	PSPTO_3377
IYO_011460	PSPTO_3376
IYO_011465	PSPTO_3375
IYO_011470	PSPTO_3374
IYO_011475	PSPTO_3373
IYO_011480	PSPTO_3372
IYO_011485	PSPTO_3371
IYO_011490	PSPTO_3370
IYO_011495	PSPTO_3369
IYO_011500	PSPTO_3368
IYO_011505	PSPTO_3367
IYO_011510	PSPTO_3366
IYO_011515	PSPTO_3365
IYO_011520	PSPTO_3364
IYO_011525	PSPTO_3363
IYO_011530	PSPTO_3362
IYO_011535	PSPTO_3361
IYO_011540	PSPTO_3360
IYO_011545	PSPTO_3359
IYO_011550	PSPTO_3358
IYO_011555	PSPTO_3357
IYO_011560	PSPTO_3356
IYO_011565	PSPTO_3355
IYO_011570	PSPTO_3354
IYO_011575	PSPTO_3353
IYO_011580	PSPTO_3352
IYO_011585	PSPTO_3351
IYO_011590	PSPTO_3350
IYO_011595	PSPTO_3349
IYO_011600	PSPTO_3348
IYO_011605	PSPTO_3347
IYO_011610	PSPTO_3346
IYO_011615	PSPTO_3345
IYO_011620	PSPTO_3344
IYO_011625	PSPTO_3343
IYO_011630	PSPTO_3342
IYO_011635	PSPTO_3341
IYO_011640	PSPTO_3340
IYO_011645	PSPTO_3339
IYO_011650	PSPTO_3338
IYO_011655	PSPTO_3336
IYO_011660	PSPTO_3335
IYO_011665	PSPTO_3334
IYO_011670	PSPTO_4141
IYO_011680	PSPTO_2859
IYO_011690	PSPTO_3333
IYO_011695	PSPTO_3332
IYO_011700	PSPTO_3331
IYO_011705	PSPTO_3330
IYO_011710	PSPTO_3329
IYO_011715	PSPTO_3328
IYO_011720	PSPTO_3327
IYO_011725	PSPTO_3326
IYO_011730	PSPTO_3323
IYO_011735	PSPTO_3322
IYO_011740	PSPTO_3321
IYO_011745	PSPTO_3320
IYO_011750	PSPTO_3319
IYO_011755	PSPTO_3318
IYO_011765	PSPTO_3317
IYO_011770	PSPTO_3316
IYO_011775	PSPTO_3315
IYO_011780	PSPTO_3314
IYO_011785	PSPTO_3313
IYO_011790	PSPTO_3312
IYO_011795	PSPTO_3311
IYO_011800	PSPTO_3310
IYO_011805	PSPTO_3309
IYO_011810	PSPTO_3308
IYO_011815	PSPTO_3307
IYO_011820	PSPTO_3306
IYO_011825	PSPTO_3305
IYO_011830	PSPTO_3304
IYO_011835	PSPTO_3302
IYO_011840	PSPTO_3301
IYO_011845	PSPTO_3300
IYO_011850	PSPTO_3299
IYO_011855	PSPTO_3298
IYO_011860	PSPTO_3297
IYO_011865	PSPTO_3296
IYO_011870	PSPTO_3295
IYO_011875	PSPTO_3294
IYO_011880	PSPTO_3293
IYO_011885	PSPTO_3292
IYO_011890	PSPTO_3291
IYO_011895	PSPTO_3287
IYO_011900	PSPTO_3286
IYO_011905	PSPTO_3285
IYO_011910	PSPTO_3284
IYO_011915	PSPTO_3283
IYO_011920	PSPTO_3282
IYO_011925	PSPTO_3281
IYO_011930	PSPTO_3280
IYO_011935	PSPTO_3279
IYO_011940	PSPTO_3278
IYO_011945	PSPTO_3277
IYO_011950	PSPTO_3275
IYO_011960	PSPTO_4511
IYO_011975	PSPTO_3273
IYO_011980	PSPTO_3272
IYO_011985	PSPTO_3271
IYO_011990	PSPTO_3270
IYO_011995	PSPTO_3269
IYO_012000	PSPTO_3268
IYO_012005	PSPTO_3267
IYO_012010	PSPTO_3266
IYO_012015	PSPTO_3265
IYO_012020	PSPTO_3264
IYO_012025	PSPTO_3263
IYO_012030	PSPTO_3262
IYO_012035	PSPTO_3260
IYO_012040	PSPTO_3259
IYO_012045	PSPTO_3258
IYO_012050	PSPTO_3257
IYO_012055	PSPTO_3256
IYO_012060	PSPTO_4550
IYO_012065	PSPTO_3254
IYO_012070	PSPTO_3253
IYO_012075	PSPTO_3252
IYO_012080	PSPTO_3251
IYO_012085	PSPTO_3250
IYO_012090	PSPTO_3249
IYO_012095	PSPTO_3248
IYO_012100	PSPTO_3247
IYO_012110	PSPTO_3246
IYO_012115	PSPTO_3245
IYO_012120	PSPTO_3244
IYO_012125	PSPTO_3243
IYO_012130	PSPTO_3242
IYO_012135	PSPTO_3241
IYO_012140	PSPTO_3240
IYO_012145	PSPTO_3239
IYO_012150	PSPTO_3238
IYO_012155	PSPTO_3237
IYO_012165	PSPTO_2190
IYO_012170	PSPTO_3234
IYO_012175	PSPTO_3233
IYO_012180	PSPTO_3232
IYO_012185	PSPTO_3231
IYO_012195	PSPTO_3229
IYO_012205	PSPTO_3966
IYO_012210	PSPTO_3326
IYO_012215	PSPTO_4511
IYO_012220	PSPTO_3207
IYO_012230	PSPTO_4511
IYO_012245	PSPTO_2742
IYO_012250	PSPTO_3205
IYO_012255	PSPTO_3205
IYO_012260	PSPTO_3204
IYO_012265	PSPTO_3203
IYO_012270	PSPTO_3202
IYO_012275	PSPTO_3201
IYO_012280	PSPTO_3200
IYO_012285	PSPTO_3199
IYO_012290	PSPTO_3198
IYO_012295	PSPTO_3197
IYO_012300	PSPTO_3196
IYO_012305	PSPTO_3195
IYO_012310	PSPTO_3193
IYO_012315	PSPTO_3192
IYO_012320	PSPTO_3191
IYO_012325	PSPTO_3190
IYO_012330	PSPTO_3189
IYO_012335	PSPTO_3188
IYO_012340	PSPTO_3187
IYO_012345	PSPTO_3186
IYO_012350	PSPTO_2864
IYO_012355	PSPTO_3184
IYO_012360	PSPTO_3183
IYO_012365	PSPTO_3182
IYO_012375	PSPTO_3180
IYO_012380	PSPTO_3179
IYO_012395	PSPTO_3177
IYO_012400	PSPTO_3176
IYO_012405	PSPTO_3175
IYO_012410	PSPTO_3174
IYO_012415	PSPTO_3173
IYO_012425	PSPTO_3171
IYO_012430	PSPTO_3170
IYO_012435	PSPTO_3169
IYO_012440	PSPTO_3167
IYO_012445	PSPTO_3166
IYO_012450	PSPTO_3165
IYO_012455	PSPTO_3164
IYO_012460	PSPTO_3163
IYO_012465	PSPTO_3162
IYO_012470	PSPTO_3161
IYO_012475	PSPTO_3160
IYO_012495	PSPTO_3157
IYO_012500	PSPTO_3156
IYO_012505	PSPTO_3155
IYO_012510	PSPTO_3154
IYO_012520	PSPTO_3152
IYO_012525	PSPTO_3151
IYO_012530	PSPTO_3150
IYO_012535	PSPTO_3149
IYO_012540	PSPTO_3148
IYO_012545	PSPTO_3147
IYO_012550	PSPTO_4528
IYO_012555	PSPTO_0401
IYO_012565	PSPTO_5240
IYO_012570	PSPTO_2911
IYO_012575	PSPTO_0777
IYO_012580	PSPTO_2338
IYO_012585	PSPTO_2612
IYO_012590	PSPTO_3621
IYO_012595	PSPTO_3620
IYO_012600	PSPTO_3619
IYO_012605	PSPTO_3618
IYO_012610	PSPTO_3617
IYO_012615	PSPTO_3605
IYO_012620	PSPTO_3604
IYO_012625	PSPTO_3603
IYO_012630	PSPTO_3602
IYO_012635	PSPTO_3601
IYO_012640	PSPTO_3600
IYO_012645	PSPTO_3326
IYO_012650	PSPTO_2152
IYO_012660	PSPTO_2153
IYO_012665	PSPTO_2154
IYO_012670	PSPTO_2155
IYO_012675	PSPTO_2156
IYO_012680	PSPTO_5624
IYO_012685	PSPTO_2158
IYO_012690	PSPTO_2159
IYO_012695	PSPTO_2160
IYO_012700	PSPTO_2161
IYO_012705	PSPTO_2162
IYO_012710	PSPTO_2163
IYO_012715	PSPTO_2164
IYO_012720	PSPTO_3326
IYO_012725	PSPTO_2166
IYO_012745	PSPTO_3326
IYO_012750	PSPTO_2168
IYO_012755	PSPTO_2169
IYO_012760	PSPTO_2170
IYO_012765	PSPTO_2171
IYO_012770	PSPTO_2172
IYO_012775	PSPTO_2173
IYO_012780	PSPTO_2174
IYO_012785	PSPTO_2175
IYO_012790	PSPTO_2176
IYO_012795	PSPTO_2177
IYO_012800	PSPTO_2178
IYO_012805	PSPTO_2179
IYO_012810	PSPTO_2180
IYO_012815	PSPTO_2181
IYO_012820	PSPTO_2182
IYO_012825	PSPTO_2182
IYO_012855	PSPTO_0976
IYO_012860	PSPTO_1167
IYO_012865	PSPTO_2457
IYO_012880	PSPTO_4742
IYO_012885	PSPTO_4741
IYO_012890	PSPTO_4744
IYO_012895	PSPTO_2183
IYO_012900	PSPTO_2645
IYO_012905	PSPTO_2185
IYO_012910	PSPTO_2186
IYO_012915	PSPTO_2187
IYO_012920	PSPTO_2188
IYO_012925	PSPTO_2189
IYO_012930	PSPTO_2190
IYO_012935	PSPTO_2191
IYO_012940	PSPTO_2192
IYO_012945	PSPTO_2193
IYO_012950	PSPTO_2194
IYO_012955	PSPTO_2195
IYO_012960	PSPTO_2196
IYO_012965	PSPTO_2197
IYO_012970	PSPTO_2198
IYO_012975	PSPTO_2199
IYO_012980	PSPTO_2200
IYO_012985	PSPTO_2201
IYO_012990	PSPTO_2202
IYO_012995	PSPTO_2203
IYO_013005	PSPTO_2206
IYO_013030	PSPTO_4511
IYO_013040	PSPTO_1455
IYO_013045	PSPTO_3326
IYO_013050	PSPTO_2486
IYO_013055	PSPTO_2487
IYO_013060	PSPTO_2488
IYO_013065	PSPTO_2489
IYO_013070	PSPTO_2490
IYO_013075	PSPTO_2491
IYO_013080	PSPTO_2492
IYO_013085	PSPTO_2493
IYO_013095	PSPTO_2495
IYO_013100	PSPTO_2363
IYO_013105	PSPTO_2496
IYO_013110	PSPTO_2499
IYO_013115	PSPTO_2500
IYO_013120	PSPTO_2501
IYO_013125	PSPTO_2502
IYO_013130	PSPTO_2503
IYO_013135	PSPTO_2504
IYO_013140	PSPTO_2505
IYO_013155	PSPTO_2506
IYO_013160	PSPTO_2507
IYO_013165	PSPTO_2508
IYO_013170	PSPTO_2509
IYO_013175	PSPTO_2510
IYO_013180	PSPTO_2511
IYO_013185	PSPTO_5639
IYO_013190	PSPTO_2514
IYO_013195	PSPTO_2515
IYO_013200	PSPTO_2516
IYO_013205	PSPTO_2517
IYO_013210	PSPTO_2518
IYO_013215	PSPTO_2519
IYO_013220	PSPTO_2520
IYO_013225	PSPTO_2521
IYO_013230	PSPTO_2522
IYO_013235	PSPTO_2523
IYO_013240	PSPTO_2524
IYO_013245	PSPTO_2525
IYO_013255	PSPTO_4624
IYO_013260	PSPTO_2527
IYO_013265	PSPTO_2528
IYO_013275	PSPTO_2529
IYO_013280	PSPTO_2531
IYO_013285	PSPTO_2532
IYO_013290	PSPTO_2533
IYO_013295	PSPTO_4696
IYO_013310	PSPTO_1048
IYO_013315	PSPTO_4511
IYO_013330	PSPTO_0591
IYO_013340	PSPTO_2121
IYO_013345	PSPTO_0025
IYO_013355	PSPTO_3543
IYO_013360	PSPTO_2563
IYO_013400	PSPTO_3248
IYO_013405	PSPTO_3249
IYO_013410	PSPTO_3250
IYO_013415	PSPTO_3251
IYO_013420	PSPTO_3252
IYO_013425	PSPTO_5072
IYO_013430	PSPTO_4224
IYO_013440	PSPTO_1209
IYO_013445	PSPTO_1208
IYO_013450	PSPTO_3462
IYO_013455	PSPTO_2136
IYO_013465	PSPTO_0225
IYO_013470	PSPTO_3747
IYO_013480	PSPTO_0953
IYO_013490	PSPTO_0763
IYO_013495	PSPTO_0762
IYO_013500	PSPTO_5563
IYO_013505	PSPTO_0760
IYO_013515	PSPTO_3204
IYO_013525	PSPTO_4511
IYO_013545	PSPTO_2546
IYO_013550	PSPTO_2545
IYO_013555	PSPTO_5435
IYO_013560	PSPTO_5432
IYO_013565	PSPTO_2543
IYO_013575	PSPTO_5420
IYO_013580	PSPTO_5419
IYO_013590	PSPTO_5434
IYO_013600	PSPTO_2448
IYO_013605	PSPTO_2449
IYO_013610	PSPTO_2450
IYO_013615	PSPTO_2451
IYO_013620	PSPTO_2452
IYO_013625	PSPTO_2453
IYO_013630	PSPTO_2454
IYO_013635	PSPTO_2456
IYO_013640	PSPTO_2463
IYO_013645	PSPTO_2464
IYO_013655	PSPTO_2466
IYO_013660	PSPTO_2467
IYO_013665	PSPTO_2468
IYO_013670	PSPTO_2469
IYO_013685	PSPTO_2470
IYO_013690	PSPTO_2471
IYO_013695	PSPTO_2472
IYO_013705	PSPTO_3326
IYO_013710	PSPTO_4485
IYO_013720	PSPTO_2569
IYO_013725	PSPTO_2570
IYO_013730	PSPTO_2571
IYO_013735	PSPTO_2572
IYO_013740	PSPTO_2573
IYO_013745	PSPTO_2574
IYO_013750	PSPTO_2575
IYO_013755	PSPTO_2576
IYO_013760	PSPTO_2577
IYO_013765	PSPTO_2578
IYO_013770	PSPTO_2579
IYO_013775	PSPTO_2580
IYO_013780	PSPTO_2581
IYO_013785	PSPTO_0359
IYO_013790	PSPTO_2583
IYO_013795	PSPTO_2584
IYO_013800	PSPTO_2585
IYO_013805	PSPTO_3326
IYO_013810	PSPTO_3326
IYO_013815	PSPTO_2588
IYO_013820	PSPTO_2589
IYO_013825	PSPTO_2590
IYO_013830	PSPTO_2591
IYO_013840	PSPTO_2593
IYO_013845	PSPTO_2594
IYO_013850	PSPTO_2595
IYO_013855	PSPTO_2596
IYO_013860	PSPTO_2597
IYO_013865	PSPTO_2598
IYO_013870	PSPTO_2599
IYO_013875	PSPTO_2600
IYO_013880	PSPTO_2601
IYO_013885	PSPTO_2602
IYO_013890	PSPTO_2603
IYO_013895	PSPTO_2604
IYO_013900	PSPTO_2605
IYO_013905	PSPTO_2606
IYO_013910	PSPTO_2607
IYO_013915	PSPTO_2608
IYO_013920	PSPTO_2609
IYO_013925	PSPTO_2610
IYO_013930	PSPTO_1337
IYO_013935	PSPTO_2751
IYO_013940	PSPTO_2611
IYO_013945	PSPTO_2612
IYO_013950	PSPTO_2614
IYO_013960	PSPTO_2615
IYO_013965	PSPTO_2616
IYO_013970	PSPTO_2617
IYO_013980	PSPTO_5640
IYO_013985	PSPTO_2620
IYO_013990	PSPTO_2621
IYO_013995	PSPTO_2622
IYO_014000	PSPTO_2623
IYO_014005	PSPTO_2624
IYO_014015	PSPTO_2633
IYO_014020	PSPTO_2634
IYO_014025	PSPTO_2635
IYO_014030	PSPTO_2636
IYO_014035	PSPTO_2637
IYO_014040	PSPTO_2638
IYO_014045	PSPTO_2639
IYO_014050	PSPTO_2640
IYO_014055	PSPTO_3773
IYO_014060	PSPTO_2341
IYO_014065	PSPTO_1682
IYO_014070	PSPTO_1949
IYO_014075	PSPTO_2642
IYO_014080	PSPTO_2643
IYO_014085	PSPTO_2644
IYO_014090	PSPTO_2644
IYO_014095	PSPTO_2645
IYO_014100	PSPTO_2646
IYO_014105	PSPTO_2646
IYO_014110	PSPTO_2647
IYO_014115	PSPTO_2648
IYO_014120	PSPTO_2649
IYO_014130	PSPTO_1401
IYO_014150	PSPTO_4851
IYO_014160	PSPTO_1030
IYO_014165	PSPTO_1389
IYO_014180	PSPTO_1384
IYO_014195	PSPTO_1400
IYO_014205	PSPTO_1970
IYO_014210	PSPTO_1395
IYO_014215	PSPTO_1394
IYO_014220	PSPTO_1393
IYO_014225	PSPTO_1392
IYO_014230	PSPTO_5477
IYO_014240	PSPTO_1405
IYO_014245	PSPTO_5567
IYO_014250	PSPTO_2651
IYO_014255	PSPTO_2652
IYO_014260	PSPTO_1136
IYO_014265	PSPTO_2654
IYO_014270	PSPTO_2655
IYO_014275	PSPTO_2656
IYO_014280	PSPTO_2657
IYO_014285	PSPTO_2658
IYO_014290	PSPTO_2659
IYO_014295	PSPTO_3326
IYO_014305	PSPTO_2660
IYO_014310	PSPTO_2661
IYO_014315	PSPTO_2662
IYO_014320	PSPTO_2663
IYO_014325	PSPTO_2664
IYO_014330	PSPTO_2665
IYO_014335	PSPTO_2666
IYO_014340	PSPTO_2667
IYO_014345	PSPTO_2668
IYO_014350	PSPTO_2669
IYO_014355	PSPTO_2670
IYO_014360	PSPTO_2671
IYO_014365	PSPTO_2672
IYO_014370	PSPTO_2673
IYO_014375	PSPTO_2674
IYO_014380	PSPTO_2675
IYO_014385	PSPTO_2676
IYO_014390	PSPTO_2677
IYO_014395	PSPTO_2678
IYO_014405	PSPTO_2680
IYO_014410	PSPTO_2681
IYO_014415	PSPTO_5641
IYO_014420	PSPTO_2683
IYO_014425	PSPTO_2684
IYO_014430	PSPTO_2685
IYO_014435	PSPTO_2686
IYO_014440	PSPTO_2687
IYO_014445	PSPTO_2688
IYO_014450	PSPTO_2689
IYO_014455	PSPTO_2690
IYO_014460	PSPTO_2691
IYO_014465	PSPTO_2692
IYO_014470	PSPTO_2693
IYO_014475	PSPTO_2694
IYO_014490	PSPTO_3949
IYO_014500	PSPTO_3949
IYO_014510	PSPTO_4792
IYO_014515	PSPTO_2695
IYO_014520	PSPTO_2696
IYO_014525	PSPTO_2697
IYO_014530	PSPTO_2699
IYO_014535	PSPTO_2700
IYO_014540	PSPTO_3326
IYO_014545	PSPTO_3034
IYO_014550	PSPTO_3033
IYO_014555	PSPTO_3032
IYO_014560	PSPTO_3031
IYO_014565	PSPTO_3030
IYO_014570	PSPTO_3029
IYO_014575	PSPTO_3028
IYO_014580	PSPTO_3027
IYO_014590	PSPTO_3025
IYO_014595	PSPTO_3024
IYO_014600	PSPTO_3023
IYO_014605	PSPTO_3022
IYO_014615	PSPTO_1484
IYO_014620	PSPTO_2229
IYO_014630	PSPTO_2228
IYO_014635	PSPTO_2229
IYO_014650	PSPTO_2171
IYO_014655	PSPTO_1483
IYO_014665	PSPTO_3049
IYO_014670	PSPTO_3048
IYO_014675	PSPTO_3047
IYO_014680	PSPTO_3046
IYO_014685	PSPTO_3017
IYO_014695	PSPTO_2825
IYO_014700	PSPTO_2302
IYO_014710	PSPTO_4956
IYO_014720	PSPTO_3007
IYO_014730	PSPTO_3005
IYO_014735	PSPTO_3004
IYO_014740	PSPTO_3003
IYO_014745	PSPTO_3002
IYO_014750	PSPTO_3001
IYO_014755	PSPTO_3000
IYO_014760	PSPTO_3575
IYO_014770	PSPTO_2998
IYO_014775	PSPTO_2997
IYO_014780	PSPTO_2996
IYO_014785	PSPTO_2995
IYO_014790	PSPTO_2994
IYO_014800	PSPTO_2319
IYO_014820	PSPTO_5018
IYO_014845	PSPTO_0058
IYO_014855	PSPTO_5591
IYO_014860	PSPTO_3326
IYO_014865	PSPTO_3966
IYO_014875	PSPTO_0058
IYO_014880	PSPTO_0057
IYO_014895	PSPTO_0047
IYO_014900	PSPTO_0046
IYO_014905	PSPTO_3044
IYO_014910	PSPTO_2841
IYO_014915	PSPTO_2842
IYO_014925	PSPTO_2121
IYO_014930	PSPTO_0025
IYO_014935	PSPTO_1035
IYO_014940	PSPTO_3543
IYO_014975	PSPTO_2856
IYO_014980	PSPTO_5348
IYO_014995	PSPTO_4511
IYO_015025	PSPTO_4511
IYO_015035	PSPTO_4511
IYO_015040	PSPTO_0031
IYO_015050	PSPTO_4630
IYO_015055	PSPTO_4755
IYO_015060	PSPTO_4755
IYO_015065	PSPTO_0046
IYO_015070	PSPTO_4695
IYO_015075	PSPTO_2842
IYO_015080	PSPTO_2841
IYO_015095	PSPTO_3584
IYO_015110	PSPTO_2415
IYO_015115	PSPTO_4630
IYO_015120	PSPTO_3370
IYO_015125	PSPTO_0057
IYO_015135	PSPTO_0058
IYO_015155	PSPTO_2816
IYO_015160	PSPTO_2815
IYO_015165	PSPTO_2814
IYO_015170	PSPTO_2572
IYO_015175	PSPTO_2812
IYO_015180	PSPTO_2811
IYO_015185	PSPTO_2810
IYO_015190	PSPTO_2809
IYO_015195	PSPTO_2808
IYO_015200	PSPTO_2807
IYO_015205	PSPTO_2806
IYO_015210	PSPTO_2805
IYO_015215	PSPTO_2804
IYO_015220	PSPTO_2803
IYO_015225	PSPTO_2802
IYO_015230	PSPTO_2801
IYO_015235	PSPTO_2800
IYO_015250	PSPTO_2798
IYO_015255	PSPTO_2796
IYO_015260	PSPTO_2795
IYO_015265	PSPTO_2794
IYO_015270	PSPTO_2793
IYO_015275	PSPTO_2792
IYO_015280	PSPTO_3326
IYO_015285	PSPTO_2791
IYO_015290	PSPTO_2790
IYO_015295	PSPTO_2788
IYO_015300	PSPTO_2787
IYO_015305	PSPTO_2786
IYO_015310	PSPTO_2785
IYO_015315	PSPTO_2784
IYO_015320	PSPTO_2783
IYO_015325	PSPTO_2782
IYO_015330	PSPTO_2781
IYO_015335	PSPTO_2780
IYO_015340	PSPTO_2779
